event_month,date_event_began,time_event_began,restoration_date,restoration_time,area_affected,nerc_region,alert_criteria,event_type,demand_loss_(mw),number_of_customers_affected,year
August,2021-08-18 00:00:00,11:40:00,2021-08-18 00:00:00,12:13:00,Texas,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021
August,2021-08-20 00:00:00,15:35:00,2021-08-20 00:00:00,16:35:00,California:Nevada County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
August,2021-08-20 00:00:00,02:00:00,2021-08-20 00:00:00,03:00:00,Oregon:Washington:Idaho:Utah:Salt Lake County:Wyoming,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0,2021
August,2021-08-21 00:00:00,10:14:00,2021-08-21 00:00:00,10:52:00,Idaho:Elmore County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,418,2021
August,2021-08-22 00:00:00,12:11:00,2021-08-23 00:00:00,16:30:00,Connecticut:Massachusetts:Maine:Rhode Island:Vermont,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,28134,2021
August,2021-08-24 00:00:00,21:37:00,NaT,,Michigan:Huron County:Lapeer County:Macomb County:Monroe County:Oakland County:St. Clair County:Wayne County:Washtenaw County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,65000,2021
August,2021-08-24 00:00:00,17:00:00,2021-08-26 00:00:00,14:07:00,Michigan:Arenac County:Bay County:Clare County:Genesee County:Gladwin County:Gratiot County:Isabella County:Iosco County:Kalamazoo County:Kent County:Barry County:Missaukee County:Montcalm County:Muskegon County:Newaygo County:Mecosta County:Midland County:Saginaw County:Ottawa County:Van Buren County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,84987,2021
August,2021-08-27 00:00:00,06:16:00,2021-08-27 00:00:00,10:14:00,Arkansas:Pulaski County,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
August,2021-08-29 00:00:00,11:30:00,NaT,,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,,2021
August,2021-08-29 00:00:00,18:04:00,2021-08-31 00:00:00,22:36:00,Louisiana:St. Charles Parish,SERC,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.,Severe Weather,,,2021
August,2021-08-29 00:00:00,18:00:00,2021-09-03 00:00:00,13:41:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,91315,2021
August,2021-08-29 00:00:00,22:39:00,2021-09-03 00:00:00,08:38:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,50000,2021
August,2021-08-29 00:00:00,20:25:00,NaT,,New York,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,796,0,2021
August,2021-08-29 00:00:00,09:32:00,2021-08-29 00:00:00,21:32:00,Louisiana:Pointe Coupee Parish,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,,,2021
August,2021-08-29 00:00:00,17:53:00,NaT,,Louisiana,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,,,2021
August,2021-08-30 00:00:00,21:17:00,2021-09-01 00:00:00,15:19:00,Florida:Leon County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0,2021
September,2021-09-01 00:00:00,06:22:00,2021-09-01 00:00:00,15:56:00,California:Santa Clara County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,2021
September,2021-09-01 00:00:00,17:30:00,2021-09-02 00:00:00,02:00:00,Pennsylvania:Bucks County:Chester County:Delaware County:Montgomery County:Philadelphia County:York County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,252740,2021
September,2021-09-02 00:00:00,14:07:00,2021-09-02 00:00:00,14:10:00,Texas:Williamson County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
September,2021-09-07 00:00:00,17:30:00,2021-09-09 00:00:00,09:00:00,Michigan:Osceola County:Kalamazoo County:Van Buren County:Saginaw County:Arenac County:Lake County:Clare County:Mecosta County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,80000,2021
September,2021-09-07 00:00:00,20:00:00,2021-09-09 00:00:00,07:00:00,Michigan:Wayne County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,60000,2021
September,2021-09-08 00:00:00,12:15:00,2021-09-08 00:00:00,12:38:00,North Dakota:Cass County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,37,1,2021
September,2021-09-09 00:00:00,16:00:00,2021-09-09 00:00:00,17:30:00,California,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
September,2021-09-09 00:00:00,17:00:00,2021-09-09 00:00:00,20:00:00,Nevada:Clark County:Washoe County,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8000,1300000,2021
September,2021-09-10 00:00:00,11:17:00,2021-09-10 00:00:00,11:19:00,North Dakota:McKenzie County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,6,1,2021
September,2021-09-10 00:00:00,14:05:00,NaT,,Iowa:Polk County,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021
September,2021-09-10 00:00:00,07:20:00,2021-09-10 00:00:00,09:05:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,89,59649,2021
September,2021-09-10 00:00:00,01:55:00,2021-09-10 00:00:00,02:04:00,Florida:Citrus County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,75,,2021
September,2021-09-11 00:00:00,08:32:00,NaT,,Texas:Austin County:California:Los Angeles County,"TRE,SERC",Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0,2021
September,2021-09-13 00:00:00,12:18:00,2021-09-13 00:00:00,13:15:00,Washington:Skagit County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021
September,2021-09-13 00:00:00,23:59:00,NaT,,Texas:Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,204280,2021
September,2021-09-13 00:00:00,13:10:00,NaT,,Texas:Midland County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Transmission Interruption,0,0,2021
September,2021-09-13 00:00:00,18:00:00,2021-09-14 00:00:00,00:49:00,Texas:Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,66589,2021
September,2021-09-14 00:00:00,00:35:00,2021-09-18 00:00:00,19:20:00,Texas:Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1905,705415,2021
September,2021-09-14 00:00:00,07:36:00,2021-09-15 00:00:00,01:48:00,Texas,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,,2021
September,2021-09-14 00:00:00,07:52:00,2021-09-14 00:00:00,22:44:00,Texas,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,,2021
September,2021-09-15 00:00:00,22:42:00,2021-09-16 00:00:00,00:37:00,Texas:Kentucky:Arizona:New Mexico:Oregon:Washington,"TRE,SERC,WECC",Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2021
September,2021-09-16 00:00:00,14:49:00,2021-09-16 00:00:00,20:02:00,Oklahoma,"MRO,SERC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,100,4000,2021
September,2021-09-16 00:00:00,14:49:00,2021-09-16 00:00:00,20:02:00,Oklahoma,"MRO,SERC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,100,4000,2021
September,2021-09-17 00:00:00,23:00:00,2021-09-19 00:00:00,12:00:00,Washington:Pierce County:Whatcom County:Skagit County:King County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather-Transmission Interruption,,87000,2021
September,2021-09-17 00:00:00,03:50:00,2021-09-18 00:00:00,04:08:00,Indiana,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
September,2021-09-17 00:00:00,03:00:00,2021-09-18 00:00:00,22:00:00,Minnesota,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,82000,2021
September,2021-09-18 00:00:00,04:30:00,2021-09-18 00:00:00,06:00:00,Indiana:Hamilton County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
September,2021-09-22 00:00:00,17:17:00,NaT,,Michigan:Lenawee County:Livingston County:Genesee County:Tuscola County:Huron County:Sanilac County:Lapeer County:St. Clair County:Macomb County:Oakland County:Washtenaw County:Wayne County:Monroe County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,136000,2021
September,2021-09-22 00:00:00,09:36:00,2021-09-23 00:00:00,11:45:00,California:Los Angeles County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0,2021
September,2021-09-28 00:00:00,13:44:00,2021-09-28 00:00:00,13:56:00,Kentucky:Henderson County,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,20,5000,2021
September,2021-09-29 00:00:00,11:48:00,2021-09-29 00:00:00,12:21:00,Missouri:Jackson County,"MRO,SERC",Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,150,0,2021
October,2021-10-03 00:00:00,10:40:00,2021-10-03 00:00:00,11:54:00,Texas:Cameron County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021
October,2021-10-04 00:00:00,07:00:00,2021-10-04 00:00:00,08:00:00,Utah:Uintah County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,,0,2021
October,2021-10-05 00:00:00,11:31:00,2021-10-05 00:00:00,11:32:00,California:Santa Clara County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,2021
